Comment 
	Author 
	Die EU hat mit ihrem teilweisen aggressiven Vorgehen in der Ukrainekrise den Beginn des "kalten Krieges" wieder geschürt. Russland fühlt sich zunehmend durch die EU-Politik und die Einkreisung von amerikanischen Raketen (die angeblich vor Raketen aus dem Iran schützen sollen) bedroht.
	Pippin
	ui, die USA teilt die ukraine
	krapplack
	Das heißt, dass wir die arme Westukraine alimentieren dürfen, während an Russland die wirtschaftlich entwickelte Ostukraine und die Krim gehen. So bekommt halt jeder, was er wollte.
	T. Steffen
	"Ostgebiete" denn, Polen wird sicher eine Art "Bund" mit der Westukraine anstreben.
	Adresseveloren
	- Ostukraine russisch-sprachig mit Anlaehnung an Russland
- Westukraine ukrainisch-sprachig EU-Anwärterland mit Gasver-sorgung duech Russland zu EU-Preisen bezahlt von der E
	eastbound
	bin ich es leid über dieses Thema zu diskutieren. Sollen sie doch die Svoboda und die ukrainische version der Union an die Macht lassen. Die bevölkerung wird schnell merken, dass diese Parteien auch nur mit Wasser kochen. Das Land zu stabilisieren dürfte ihnen kaum gelingen, da schon zuviel zuerstört wurde.
Russland hat sowohl die EU als auch die Ukraine immer noch in der Hand, auch wenn so ein Freihandelsabkommen unterzeichnet wird und die NATO bis an den Don vorrückt. Den USA kümmert es dann herzlich wenig, wenn Russland an den Gaspreisen spielt.Die EU-Staaten haben auch noch nicht verstanden, dass Russland sie nicht braucht, umgekehrt aber schon. Sollte China der eurasischen Freihandelszone beitreten, dann sollten wir Europäer schon einmal überlegen, ob wir nicht einen Fehler begangen haben.Kurzfristig und mittelfristig werden die EU und USA zwar gewinnen, langfristig wird sich aber Russland freuen. Das ukrainische und die anderen europäischen Völker sind eher die Verlierer, obwohl sie glauben sie hätten gewonnen. Menschenrechte und die Bedürfnisse der einfachen Leute spielen in der internationalen Politik nie eine Rolle. Das merkten schon Richard Pearle 2002 und Egon Bahr unlängst an. diese Rhetorik dient nur als Aufhänger für Interventionen und solche Lösungen wie jetzt in der Ukraine. Ich frage mich, wann die einfachen Leute begreifen, dass sie über den Tisch gezogen werden, egal auf welcher Seite sie stehen
	Piscator76
	Es handelt sich lediglich um Propaganda wie es sie in vielfältiger Art und Weise schon immer gab.
	Piscator76
	der "westen" wollte endlich weiter nach osten ( siehe paul craig roberts über frau nuland und die 5 Mrd. zur vorbereitung der destabilisierung oder die tagessätze für demonstranten (12-20 €), hauptsponsor u.a. die k.adenauerstiftung)
	entenhausen
	die Nationalisten und Neonazis ("Swoboda", "Rechter Sektor") überhaupt an die nun ausgehandelte Vereinbarung halten werden.
	B. Leuchter
	Die Besetzung von Regierungsbehördenals Druckmittel, um die Ultimativforderung "Rücktritt des Präsidenten" durchzusetzen, ist NICHT akzeptabel.
	zahaw
	Stimme aus der UkraineMein Onkel lebt in Kiew. Er ist fast 80 und folgende verzweifelte Fragen verfolgen ihn:
- Warum konnten sie (die Opposition) nicht bis 2015 warten? Warum konnten sie nicht vorbildlich demokratisch den Wahlkampf führen?
- Was machen die vielen Deutschen und Amerikaner hier? Warum lassen sie uns unsere Probleme nicht selbst lösen? Warum bezahlen sie lieber die Extremisten, anstatt uns finanziell zu helfen.
- Worauf will Deutschland hinaus? Hat denn die EU die Mittel, um uns nicht fallen zu lassen?
	InternationaleFreundschaft
	Die Ukraine grenz nicht nur mit Europa, sie hat auch östliche Nachbarländer. Eine bekannte Russin sagte zu den Aufständen: "Und danach stellen die Amerikaner Raketen an der russischen Grenze auf."
Das mag übertrieben und drastisch sein, aber in der Richtung der Befürchtung vieler Russen entsprechen. Die moralische Überheblichkeit der EU und der USA besteht darin, diese Bedenken völlig zu ignorieren. Ebenso wie bei der hochgejubelten orangenen Revolution - die politische Entwicklung der nachfolgenden Jahre zeigte, dass das ukrainische Volk eben doch nicht so geeint hinter der europäisch orientierten Opposition steht, wie es von hier aus den Anschein hat. Warum wurde also solange so einseitig unterstützt? Es ist gerade so, als wären diese außer Rand und Band geratenen Proteste im Interesse des Westens.Zu den Gründen für die Proteste - sie sind völlig legitim. Aber verteidigt die EU hier einen edlen Freiheitskampf? Die Unterstützung von außen hat zusätzlichen Druck aufgebaut, der m.E. entscheidend mitverantwortlich für Eskalationen war. 
	krapplack
	DIe Politiker die auf dem Maidan einmarschiert sind wüssten genau was sie dadurch provozieren konnten , und Heute können sie sich nicht die Händen in Unschuld waschen.Als Europäer es tut mir sehr Leid für die Junge Leute die möglicherweise in Idealen geglaubt haben und das Leben verloren haben , es tut mir sehr Leid auch für die POlizisten die OPfer geworden sind von Machenschaften die grösser als sie waren , für die POlitiker aus der EU die auf dem Platz dagegen waren empfinde ich nur Verachtung , diese POlitiker haben in der Politik nichts mehr zu suchen , sie sollen lieber beim Militärs ihre Aufgaben suchen und selbst dort , bin ich mir sicher , werden sie Problemen bereiten , es geht um Menschliche Format und Bezug zur Realität , was diese Leute einfach nicht haben .Nach so viele Toten ich schäme ein Europäer zu sein .
	controcorrente
	Seine blutbeschmierten Hände, der Preis, den er gewillt war für die Milliarden Tranchen aus Russland zu zahlen, wird ihm die Mehrheit der Ukrainer nicht verzeihen. Dafür spricht auch, das ihm seine Parteigänger, zu Dutzenden, wie gestern im ukrainischen Parlament, von der Fahne gehen.Der Dynamik der Geschichte wird auch der letzte echte kalte Krieger, Putin, "absehbar" weichen müssen.Gut zu sehen, das des Ex-Kanzlers Schröder Credo, derjenige , der Putin seinen Freund nennt, Europa hätte sich als Vermittler diskreditiert, sich substanziell nicht bewahrheitet hat. Der vereinte überfällige breitschultrige Auftritt Frankreichs, Polens, Deutschlands führte im Ergebnis letztlich auch zur Reaktion der russischen Seite, durch Entsendung eines Unterhändlers. Das Versammeln am Tisch ist das, was dem Versammeln auf dem Maydan zwangsläufig zu folgen hat und führt, so wie es sich abzeichnet, zu messbaren und hoffentlich friedfertigen Ergebnissen.
	Kelmut Hohl
	Das ist PUTSCH !!!!
	

zahaw
	Die EU sollte ihre Ambitionen hinsichtlich der Ukraine einfrieren. Russland hat ein vitales Interesse daran, dass Kiew in seinem Einflussbereich bleibt. Wenn die Europäer allerdings ein zweites Syrien möchten und Deutschland auf weitere Flüchtlingsströme scharf ist, dann möge man so weiter machen. Außerdem wozu braucht die EU einen weiteren bankrotten Staat ?
	bruno-kopp
	Die Ukraine braucht Russland mehr als andersrum. Die wirtschaftlichen Verflechtungen mit der Ukraine kann man zur Not aufgeben. Und der IWF wird dafür sorgen, dass die Hilfe durch den Westen sich sehr schnell als Korsett entpuppt, dass die soziale Situation der Ukrainer eskalieren lässt
	Neovaginal
	Eine in den Westen integrierte Ukraine ist für Russland geopolitisch nicht gewünscht. Man will dort ja ein Gegengewicht zur EU schaffen- durch eine Zollunion mit möglichst vielen der ehemaligen Sowjetrepubliken.
	HutaMG
	Putin kann mit der Ukraine nachweisen, dass die US- und EU-Politik auf eine militärische Einkreisung von Russland hinausläuft. Merkel, Klitschko und Steinmeier haben Russland in die Isolation getrieben. Es gab ja schon Artikel in deutschen Zeitungen unter dem Titel "Russland verabschiedet sich von Europa". In den nächsten Jahren werden viele in die Ukraine fahren, um zu erfahren, ob es nun für die Bevölkerung besser geworden ist.
	Pippin
	Was Russland angeht: Sollte sich der Kreml militärisch in der Ukraine engagieren, sei an das Abkommen von Jelzin und Clinton über die in der Ukraine damals stationierten Atomwaffen erinnert. Dann haben wir einen komplett internationalen Konflikt, und ob den jemand bei der Weltwirtschaftslage möchte?
	Iovialis
	 Ukraine leitet den Staatsbankrott ein
	Heekhof
	Die Ukraine ist vielleicht auch nur das Schmuddelkind...
	Leynad
	Die Anziehungskraft des Maidan
mit seiner neuen galizischen Brigade aus Ultranationalisten und Neonazis an vorderster Front dürfte sich in Russland selbst bei Putin-Kritikern schwer in Grenzen halten.
	B. Leuchter
	US-höriger Hasardeure und ihre Sturmtruppen aus Nationalisten und Neonazis. 
	B. Leuchter
	Für den Fall, daß die neue ukrainische Führung dämlich genug ist, gegen die Russen im Osten und auf der Krim vorzugehen (was durch den Einfluß der Swoboda-Neonazis in Kiew durchaus möglich scheint), kann man immer noch militärisch vorgehen (die USA werden deswegen keinen Atomkrieg riskieren).
	B. Leuchter
	macht sich die russische Kolonie, die aus der Ukraine gegründet wurde, motzig. Historisch betrachtet, ist Russland das Kind, das der Mutter Ukraine ein eigenständiges Leben nicht zuerkennen will.
	eustochium
	Außer der Krim schuldet die Ukraine Russland nichts. Allenfalls sollte eine Volksabstimmung auf der Krim über die Zugehörigkeit zur Ukraine oder zu Putin-Land stattfinden.
	eustochium
	Auf die Ukraine kommen zweifellos schwere Zeiten zu
	Jesaja43
	Der Autor stellt die Situation so dar, als würde es ein Werk Putins sein, dass Russland Interesse an der Ukraine hat. Zunächst: Die Geschehnisse in der Ukraine sind auch aus der Sicht von Amerika und Europa der Kampf um strategische Positionen
	Gehawi
	Was treibt den neuerlichen „kalten Krieg“?
"Weder die EU noch die NATO haben nach der orangenen Revolution die Ukraine ihrem Einflussbereich einverleibt."
	EU_Buerger
	billige Arbeitskräfte für unsere Wirtschaft, Barmer Ersatzkasse sucht wohl schon auf dem Maidan!!!!!!!!!
	toskana2012
	Russland wird seinen Enfluss in der Ukraine nicht kampflos aufgeben. Wir werden noch viele Headlines in den Zeitungen haben.
	Rosi0414
	Der Westen wird ihnen natürlich das Geld geben und damit ist die Ukraine, ebenso wie Griechenland, Spanien und Portugal versklavt. Es ging dem Westen nie um die Freiheit des ukrainischen Volkes oder um Demokratie, sondern um Geld und die Kontrolle das Landes. Ein westlich gesinnter Kleptokrat wird sich auch in der Ukraine schnell gefunden haben, der einen Teil der "Beute" bekommen wird und wahrscheinlich in die freigewordene Villa des alten Kleptokarten einziehen wird. Für all das wird das ukrainische Volk bezahlen müssen, ebenso wie die anderen Völker, die unter einen sogenannten Rettungsschirm des IWF mussten. Die NATO kann sich nun weiter nach Osten ausdehnen und der Westen, besser die westlichen Firmen, können sich einen großen Absatzmarkt sichern und ihre "segensreichen" Produkte loswerden (Monsanto lässt grüßen). 
	Piscator76
	Putin hat gar keine Wahl. hat das russische Militär nichts damit zu tun, da bin ich auch ganz sicher. Putin käme nie auf die Idee, erst rumzuprovozieren und dann womöglich irgendwelche Gebiete zu annektieren...ähmm...Moment.
	Zivilisationswächter
	Die ukrainische Armee ist soweit ich weiß faktisch nicht existent, und dass die Westukraine da einen Bürgerkrieg anfängt ist wenig wahrscheinlich. Wenn sie ihn anfangen sollte, werden möglicherweise ein paar der Milizionäre aus der Krim militärisch erstaunlich gut ausgebildet und ausgerüstet sein, aber irgendwelches offizielles Eingreifen der russischen Armee wird nicht nötig sein.Irgendwelche Forderungen nach Abspaltung und Übergang nach Russland werden allerdings gar nicht erhoben. Es geht auch bei der Abstimmung nur um mehr Unabhängigkeit innerhalb der Ukraine. Also eher die Umwandlung der Ukraine in eine Föderation.Ich glaube, dass genau dies der augenblickliche Plan ist: Die Krim als Basis, kräftemäßig stark genug und eindeutig russisch genug um die Bandera-Leute vor Krieg abzuschrecken. Die Forderung nach Strukturen wie in einer Föderation oder gar nur Konföderation, aber innerhalb der Ukraine. Und wenn die Krim das durchzieht, dann können die anderen südöstlichen Gebiete bei der Gelegenheit dasselbe fordern.
	Obosrevatjel
	 Die Ukraine wird zerfallen, genau wie Jugoslawien. Was nicht zusammen gehört, wird auf Dauer nicht zusammen sein.
	yarx_61
	Völkerrecht wird Putin wohl einhalten
Wen interessiert Demokratie außer Betrüger und Demagogen?
Mein Tipp: Putin wird sich offiziell recht sauber an das Völkerrecht halten.
Dass möglicherweise der eine oder andere von den russischen Milizen, die sich auf der Krim gebildet haben, zufällig so gut ausgebildet ist, dass man ihn mit Leuten vom Speznas verwechseln könnte, ist eine andere Frage. Auch auf welchem Dachboden die Jungs die professionelle Ausrüstung gefunden haben, könnte möglicherweise offenbleiben.
Die Krim wird somit faktisch in russischer Hand sein. Ob sie als autonomes Gebiet formal in der Ukraine bleiben oder sich richtig abspalten ist sekundär, daran, dass sie sich Russland anschließen wird, glaube ich nicht.
	Obosrevatjel
	Das ändert nichts daran, dass ich das Verhalten von Russland für moralisch verwehrflich, aber auch, im Bezug auf russische Interessen, für strategisch notwendig betrachte.
	Punk-Crazy
	Allerdings frage ich mich zum wiederholten male, wie die EU-Diplomaten so blind sein konnten und glaubten Russland werde die Ukraine, die es seit Jahrhunderten als Einflusszone sieht, so einfach aufgeben würde.
	Punk-Crazy
	Wäre die Ukraine fest in westliche Verteidigungsstrukturen eingebunden, hätte Russland zu allem Überdruss noch dazu keinerlei Möglichkeit mehr, im militärischen Ernstfall konventionell auch nur die geringste Gegenwehr zu leisten. Erschwerend kommt hinzu, dass viele Menschen in der Ukraine von der Unabhängigkeit des Landes selbst nicht überzeugt sind bzw. im Süden und Osten nicht selten offen gegen diese eingestellt sind. Eine perfekte Ausgangslage für russische Einmischungen...
	Pleydenwurff
	Russland hat das Richtige getan. Legitim. Ich kann das nur Begrüßen und das wird auch gut für die Menschen dort sein.
	michael29821
	Ich persönlich fürchte, dass Putin nicht als der Mann, der die Ukraine verlor, in die Geschichte eingehen will. Auf gar keinen Fall. Und nach der Machtübernahme in Kiew ist damit zu rechnen, dass die Pro_Russland Partei überall ermuntert wird - an Geld, Auspüstung und Freiweilligen Aktivisten wird es den Russen nicht mangeln.
Wie konfrontativ die Stimmung in der Ukraine ist, kann ich nicht beurteilen. Aber wenn noch ein paar Kriegsdenkmäler geschändet werden, wird die Stimmung sicher aggressiver werden
	Krukks
	In meinen Augen wird es erst dann beunruhigend. wenn Russland anfängt Pässe an die Bevölkerung des Krim zu verteilen. Denn sollte es danach tote geben, also russische tote, dann MUSS Russland einmarschieren. Und wenn es Putin nicht macht, dann ist es abgesetzt und sein Nachfolger tut es. Insofern hoffe ich auf eines. Dass die Mahnungen des Westen gegenüber den Nazis wirken und es in der Ukraine endlich mal wirklich zu einer Politik kommt, die dass gesammte Land vertritt.
	

newtonchen
	Das übliche hohle Geschwätz der ukr. Regierungs-Okkupanten, das die Welt bereits seit einer Woche ertragen muss.Die Streitkräfte würden ihre Pflicht erfüllen, sagt Präsident Soundso. Der Schutz des ukr. Luftraums gehört demnach nicht dazu.Der Luftraum sei gesperrt worden. Aber erst nachdem Russland umfänglich Truppen auf die Krim verlegt hat.Der Flughafen Simferopols sei in der Hand der Möchtegern-Regierung. Aber nicht wirklich.Nach Präsident Janukowytsch wird "international" gefahndet. Aber der polemisiert nach Herzenslust auf Pressekonferenzen gegen diejenigen, die von manchen als die neuen Machthaber angesehen werden.Anschaulicher könnten die Okkupanten der ukr. Regierungsgewalt nicht vorgeführt werden.
